year,state,ten_year_age_groups,deaths,population,notes
2008,New Jersey,45-54 years,92,1352140,""
2008,New Jersey,55-64 years,28,984093,""
2008,New Mexico,15-24 years,32,292471,""
2008,New Mexico,25-34 years,75,256437,""
2008,New Mexico,35-44 years,76,252141,""
2008,New Mexico,45-54 years,100,290837,""
2008,New Mexico,55-64 years,36,239930,""
2008,New York,15-24 years,114,2754039,""
2008,New York,25-34 years,195,2598483,""
2008,New York,35-44 years,255,2726256,""
2008,New York,45-54 years,377,2841215,""
2008,New York,55-64 years,145,2178218,""
2008,New York,65-74 years,20,1307132,""
2008,North Carolina,15-24 years,112,1296248,""
2008,North Carolina,25-34 years,175,1223875,""
2008,North Carolina,35-44 years,219,1347032,""
2008,North Carolina,45-54 years,256,1336505,""
2008,North Carolina,55-64 years,66,1068596,""
2008,North Carolina,65-74 years,10,651838,unreliable
2008,North Dakota,35-44 years,10,76669,unreliable
2008,Ohio,15-24 years,81,1593658,""
2008,Ohio,25-34 years,200,1411990,""
2008,Ohio,35-44 years,208,1547440,""
2008,Ohio,45-54 years,212,1751899,""
2008,Ohio,55-64 years,91,1356505,""
2008,Ohio,65-74 years,15,819761,unreliable
2008,Oklahoma,15-24 years,52,534413,""
2008,Oklahoma,25-34 years,72,484333,""
2008,Oklahoma,35-44 years,92,464903,""
2008,Oklahoma,45-54 years,150,523204,""
2008,Oklahoma,55-64 years,34,416838,""
2008,Oregon,15-24 years,37,510555,""
2008,Oregon,25-34 years,67,509820,""
2008,Oregon,35-44 years,85,502739,""
2008,Oregon,45-54 years,101,548986,""
2008,Oregon,55-64 years,46,476616,""
2008,Pennsylvania,15-24 years,102,1766166,""
2008,Pennsylvania,25-34 years,126,1480932,""
2008,Pennsylvania,35-44 years,139,1692869,""
2008,Pennsylvania,45-54 years,180,1937827,""
2008,Pennsylvania,55-64 years,47,1518364,""
2008,Rhode Island,25-34 years,28,127188,""
2008,Rhode Island,35-44 years,36,145423,""
2008,Rhode Island,45-54 years,38,162107,""
2008,Rhode Island,55-64 years,21,122375,""
2008,South Carolina,15-24 years,24,652928,""
2008,South Carolina,25-34 years,42,580589,""
2008,South Carolina,35-44 years,43,616076,""
2008,South Carolina,45-54 years,73,647973,""
2008,South Carolina,55-64 years,23,550714,""
2008,Tennessee,15-24 years,49,850612,""
2008,Tennessee,25-34 years,84,816265,""
2008,Tennessee,35-44 years,136,875451,""
2008,Tennessee,45-54 years,146,914098,""
2008,Tennessee,55-64 years,50,741055,""
2008,Texas,15-24 years,139,3624192,""
2008,Texas,25-34 years,210,3495902,""
2008,Texas,35-44 years,238,3425430,""
2008,Texas,45-54 years,244,3336384,""
2008,Texas,55-64 years,88,2399890,""
2008,Texas,65-74 years,19,1372632,unreliable
2008,Utah,15-24 years,43,447242,""
2008,Utah,25-34 years,101,429369,""
2008,Utah,35-44 years,59,317481,""
2008,Utah,45-54 years,111,303088,""
2008,Utah,55-64 years,28,221066,""
2008,Vermont,25-34 years,12,67742,unreliable
2008,Vermont,45-54 years,19,103507,unreliable
2008,Vermont,55-64 years,10,84427,unreliable
2008,Virginia,15-24 years,66,1117343,""
2008,Virginia,25-34 years,118,1051186,""
2008,Virginia,35-44 years,140,1138267,""
2008,Virginia,45-54 years,126,1186006,""
2008,Virginia,55-64 years,31,896712,""
2008,Washington,15-24 years,59,922084,""
2008,Washington,25-34 years,115,899021,""
2008,Washington,35-44 years,146,920387,""
2008,Washington,45-54 years,249,985424,""
2008,Washington,55-64 years,99,777195,""
2008,Washington,65-74 years,14,416478,unreliable
2008,West Virginia,15-24 years,37,236940,""
2008,West Virginia,25-34 years,90,220531,""
2008,West Virginia,35-44 years,103,242737,""
2008,West Virginia,45-54 years,102,278851,""
2008,West Virginia,55-64 years,32,249897,""
2008,Wisconsin,15-24 years,45,800181,""
2008,Wisconsin,25-34 years,82,701692,""
2008,Wisconsin,35-44 years,90,760990,""
2008,Wisconsin,45-54 years,101,871193,""
2008,Wisconsin,55-64 years,42,649975,""
2008,Wyoming,35-44 years,11,66790,unreliable
2008,Wyoming,45-54 years,10,84979,unreliable
2009,Alabama,15-24 years,26,678728,""
2009,Alabama,25-34 years,55,605551,""
2009,Alabama,35-44 years,53,626649,""
2009,Alabama,45-54 years,52,692734,""
2009,Alabama,55-64 years,14,572887,unreliable
2009,Alaska,15-24 years,11,105561,unreliable
2009,Alaska,25-34 years,14,98338,unreliable
2009,Alaska,35-44 years,18,92685,unreliable
2009,Alaska,45-54 years,29,112318,""
2009,Alaska,55-64 years,12,83075,unreliable
2009,Arizona,15-24 years,81,900402,""
2009,Arizona,25-34 years,133,859294,""
2009,Arizona,35-44 years,112,825788,""
2009,Arizona,45-54 years,191,836017,""
2009,Arizona,55-64 years,71,704828,""
2009,Arizona,65-74 years,12,483182,unreliable
2009,Arkansas,15-24 years,31,400806,""
2009,Arkansas,25-34 years,46,374133,""
2009,Arkansas,35-44 years,45,369150,""
2009,Arkansas,45-54 years,61,405489,""
2009,Arkansas,55-64 years,15,343649,unreliable
2009,California,15-24 years,152,5560027,""
2009,California,25-34 years,295,5279559,""
2009,California,35-44 years,403,5214338,""
2009,California,45-54 years,657,5220443,""
2009,California,55-64 years,382,3905550,""
2009,California,65-74 years,67,2216229,""
2009,California,75-84 years,21,1363420,""
2009,Colorado,15-24 years,51,686937,""
2009,Colorado,25-34 years,96,715247,""
2009,Colorado,35-44 years,82,700394,""
2009,Colorado,45-54 years,106,742434,""
2009,Colorado,55-64 years,54,577217,""
2009,Connecticut,15-24 years,27,478212,""
2009,Connecticut,25-34 years,54,415315,""
2009,Connecticut,35-44 years,57,496521,""
2009,Connecticut,45-54 years,54,572740,""
2009,Connecticut,55-64 years,22,430784,""
2009,Delaware,15-24 years,12,126791,unreliable
2009,Delaware,25-34 years,17,110691,unreliable
2009,Delaware,35-44 years,22,117947,""
2009,Delaware,45-54 years,21,132682,""
2009,Florida,15-24 years,167,2452404,""
2009,Florida,25-34 years,356,2268725,""
2009,Florida,35-44 years,345,2460117,""
2009,Florida,45-54 years,480,2715193,""
2009,Florida,55-64 years,182,2274599,""
2009,Florida,65-74 years,35,1689688,""
2009,Florida,75-84 years,13,1093940,unreliable
2009,Georgia,15-24 years,52,1388495,""
2009,Georgia,25-34 years,104,1338179,""
2009,Georgia,35-44 years,111,1411873,""
2009,Georgia,45-54 years,147,1374167,""
2009,Georgia,55-64 years,55,1036484,""
2009,Georgia,65-74 years,10,588106,unreliable
2009,Hawaii,35-44 years,11,176853,unreliable
2009,Hawaii,45-54 years,20,193429,""
2009,Hawaii,55-64 years,11,171079,unreliable
2009,Idaho,25-34 years,15,207725,unreliable
2009,Idaho,35-44 years,16,191945,unreliable
2009,Idaho,45-54 years,16,208898,unreliable
2009,Illinois,15-24 years,125,1805849,""
2009,Illinois,25-34 years,216,1770469,""
2009,Illinois,35-44 years,224,1746776,""
2009,Illinois,45-54 years,233,1871148,""
2009,Illinois,55-64 years,74,1428967,""
2009,Illinois,65-74 years,10,835601,unreliable
2009,Indiana,15-24 years,42,928092,""
2009,Indiana,25-34 years,64,825179,""
2009,Indiana,35-44 years,70,851373,""
2009,Indiana,45-54 years,100,946400,""
2009,Indiana,55-64 years,39,747106,""
2009,Iowa,15-24 years,14,432636,unreliable
2009,Iowa,25-34 years,37,377041,""
2009,Iowa,35-44 years,38,368264,""
2009,Iowa,45-54 years,32,442237,""
2009,Iowa,55-64 years,16,361422,unreliable
2009,Kansas,15-24 years,17,409723,unreliable
2009,Kansas,25-34 years,26,370956,""
2009,Kansas,35-44 years,44,349360,""
2009,Kansas,45-54 years,42,408687,""
2009,Kansas,55-64 years,16,320851,unreliable
2009,Kentucky,15-24 years,31,585941,""
2009,Kentucky,25-34 years,98,564291,""
2009,Kentucky,35-44 years,126,583402,""
2009,Kentucky,45-54 years,134,641717,""
2009,Kentucky,55-64 years,40,524383,""
2009,Louisiana,15-24 years,11,666011,unreliable
2009,Louisiana,25-34 years,30,613507,""
2009,Louisiana,35-44 years,30,568146,""
2009,Louisiana,45-54 years,37,654126,""
2009,Maine,15-24 years,10,170460,unreliable
2009,Maine,25-34 years,24,144182,""
2009,Maine,35-44 years,27,176367,""
2009,Maine,45-54 years,40,219374,""
2009,Maine,55-64 years,10,186977,unreliable
2009,Maryland,15-24 years,61,797106,""
2009,Maryland,25-34 years,125,750047,""
2009,Maryland,35-44 years,126,808015,""
2009,Maryland,45-54 years,185,895759,""
2009,Maryland,55-64 years,73,675736,""
2009,Maryland,65-74 years,10,376703,unreliable
2009,Massachusetts,15-24 years,61,937007,""
2009,Massachusetts,25-34 years,157,836527,""
2009,Massachusetts,35-44 years,141,904913,""
2009,Massachusetts,45-54 years,182,1006698,""
2009,Massachusetts,55-64 years,66,779883,""
2009,Massachusetts,65-74 years,11,445871,unreliable
2009,Michigan,15-24 years,70,1415525,""
2009,Michigan,25-34 years,160,1168135,""
2009,Michigan,35-44 years,175,1308098,""
2009,Michigan,45-54 years,228,1519908,""
2009,Michigan,55-64 years,87,1216437,""
2009,Michigan,65-74 years,14,711026,unreliable
2009,Minnesota,15-24 years,38,731504,""
2009,Minnesota,25-34 years,43,707472,""
2009,Minnesota,35-44 years,74,692200,""
2009,Minnesota,45-54 years,71,808480,""
2009,Minnesota,55-64 years,35,608257,""
2009,Mississippi,25-34 years,19,385569,unreliable
2009,Mississippi,35-44 years,25,378587,""
2009,Mississippi,45-54 years,28,417705,""
2009,Missouri,15-24 years,78,840035,""
2009,Missouri,25-34 years,139,767881,""
2009,Missouri,35-44 years,108,759772,""
2009,Missouri,45-54 years,137,888545,""
2009,Missouri,55-64 years,55,702887,""
2009,Montana,25-34 years,15,120469,unreliable
2009,Montana,35-44 years,21,113930,""
2009,Montana,45-54 years,38,151768,""
2009,Nebraska,35-44 years,16,221821,unreliable
2009,Nebraska,45-54 years,26,259696,""
2009,Nevada,15-24 years,47,358213,""
2009,Nevada,25-34 years,61,388477,""
2009,Nevada,35-44 years,96,386059,""
2009,Nevada,45-54 years,144,374399,""
2009,Nevada,55-64 years,75,307809,""
2009,Nevada,65-74 years,10,191662,unreliable
2009,New Hampshire,15-24 years,15,179273,unreliable
2009,New Hampshire,25-34 years,30,143585,""
2009,New Hampshire,35-44 years,28,184831,""
2009,New Hampshire,45-54 years,35,225392,""
2009,New Hampshire,55-64 years,13,172791,unreliable
2009,New Jersey,15-24 years,14,1134905,unreliable
2009,New Jersey,25-34 years,15,1103609,unreliable
2009,New Jersey,35-44 years,11,1260652,unreliable
2009,New Jersey,45-54 years,11,1370539,unreliable
2009,New Mexico,15-24 years,33,291781,""
2009,New Mexico,25-34 years,36,262060,""
2009,New Mexico,35-44 years,50,249557,""
2009,New Mexico,45-54 years,53,291819,""
2009,New Mexico,55-64 years,20,249269,""
2009,New York,15-24 years,113,2769552,""
2009,New York,25-34 years,197,2635818,""
2009,New York,35-44 years,253,2654219,""
2009,New York,45-54 years,333,2869544,""
2009,New York,55-64 years,137,2244247,""
2009,New York,65-74 years,15,1339404,unreliable
2009,North Carolina,15-24 years,111,1314043,""
2009,North Carolina,25-34 years,191,1237192,""
2009,North Carolina,35-44 years,227,1336480,""
2009,North Carolina,45-54 years,230,1357941,""
2009,North Carolina,55-64 years,76,1108180,""
2009,North Carolina,65-74 years,10,679505,unreliable
2009,Ohio,15-24 years,53,1592426,""
2009,Ohio,25-34 years,177,1410648,""
2009,Ohio,35-44 years,161,1506297,""
2009,Ohio,45-54 years,189,1751039,""
2009,Ohio,55-64 years,64,1407110,""
2009,Ohio,65-74 years,12,839681,unreliable
2009,Oklahoma,15-24 years,57,534101,""
2009,Oklahoma,25-34 years,116,498218,""
2009,Oklahoma,35-44 years,122,461158,""
2009,Oklahoma,45-54 years,176,526476,""
2009,Oklahoma,55-64 years,76,429509,""
2009,Oklahoma,65-74 years,15,275790,unreliable
2009,Oregon,15-24 years,29,510178,""
2009,Oregon,25-34 years,69,520329,""
2009,Oregon,35-44 years,84,500286,""
2009,Oregon,45-54 years,122,543859,""
2009,Oregon,55-64 years,57,495581,""
2009,Pennsylvania,15-24 years,89,1777306,""
2009,Pennsylvania,25-34 years,169,1498783,""
2009,Pennsylvania,35-44 years,146,1647361,""
2009,Pennsylvania,45-54 years,153,1943598,""
2009,Pennsylvania,55-64 years,64,1573126,""
2009,Rhode Island,15-24 years,14,163213,unreliable
2009,Rhode Island,25-34 years,14,126651,unreliable
2009,Rhode Island,35-44 years,29,140223,""
2009,Rhode Island,45-54 years,38,162676,""
2009,Rhode Island,55-64 years,20,126712,""
2009,South Carolina,15-24 years,24,659668,""
2009,South Carolina,25-34 years,45,586880,""
2009,South Carolina,35-44 years,52,608228,""
2009,South Carolina,45-54 years,79,656957,""
2009,South Carolina,55-64 years,28,568892,""
2009,South Dakota,45-54 years,10,117152,unreliable
2009,Tennessee,15-24 years,55,859691,""
2009,Tennessee,25-34 years,113,821861,""
2009,Tennessee,35-44 years,142,862870,""
2009,Tennessee,45-54 years,153,922529,""
2009,Tennessee,55-64 years,60,765176,""
2009,Texas,15-24 years,159,3672427,""
2009,Texas,25-34 years,261,3566069,""
2009,Texas,35-44 years,254,3441890,""
2009,Texas,45-54 years,313,3401438,""
2009,Texas,55-64 years,129,2508152,""
2009,Texas,65-74 years,27,1432250,""
2009,Utah,15-24 years,44,447580,""
2009,Utah,25-34 years,105,440646,""
2009,Utah,35-44 years,94,325022,""
2009,Utah,45-54 years,87,305929,""
2009,Utah,55-64 years,28,231203,""
2009,Vermont,45-54 years,12,103347,unreliable
2009,Virginia,15-24 years,48,1121608,""
2009,Virginia,25-34 years,113,1072354,""
2009,Virginia,35-44 years,130,1119284,""
2009,Virginia,45-54 years,132,1204125,""
2009,Virginia,55-64 years,41,928240,""
2009,Virginia,65-74 years,10,535458,unreliable
2009,Washington,15-24 years,54,928278,""
2009,Washington,25-34 years,129,923298,""
2009,Washington,35-44 years,161,912444,""
2009,Washington,45-54 years,213,989369,""
2009,Washington,55-64 years,123,809219,""
2009,Washington,65-74 years,19,440366,unreliable
2009,West Virginia,15-24 years,11,237451,unreliable
2009,West Virginia,25-34 years,51,221136,""
2009,West Virginia,35-44 years,43,239124,""
2009,West Virginia,45-54 years,60,277570,""
2009,West Virginia,55-64 years,14,257937,unreliable
2009,Wisconsin,15-24 years,45,793197,""
2009,Wisconsin,25-34 years,81,713719,""
2009,Wisconsin,35-44 years,78,739085,""
2009,Wisconsin,45-54 years,118,875251,""
2009,Wisconsin,55-64 years,57,677099,""
2010,Alabama,15-24 years,22,678793,""
2010,Alabama,25-34 years,61,608922,""
2010,Alabama,35-44 years,43,619501,""
2010,Alabama,45-54 years,44,693854,""
2010,Alabama,55-64 years,11,588033,unreliable
2010,Alaska,25-34 years,12,103125,unreliable
2010,Alaska,35-44 years,17,92974,unreliable
2010,Alaska,45-54 years,20,111026,""
2010,Arizona,15-24 years,85,904166,""
2010,Arizona,25-34 years,138,856693,""
2010,Arizona,35-44 years,116,822494,""
2010,Arizona,45-54 years,168,842546,""
2010,Arizona,55-64 years,101,726228,""
2010,Arizona,65-74 years,12,497892,unreliable
2010,Arkansas,15-24 years,26,403455,""
2010,Arkansas,25-34 years,53,375892,""
2010,Arkansas,35-44 years,47,366208,""
2010,Arkansas,45-54 years,35,407266,""
2010,Arkansas,55-64 years,23,350991,""
2010,California,15-24 years,194,5589889,""
2010,California,25-34 years,304,5317877,""
2010,California,35-44 years,349,5182710,""
2010,California,45-54 years,573,5252371,""
2010,California,55-64 years,385,4036493,""
2010,California,65-74 years,76,2275336,""
2010,California,75-84 years,22,1370210,""
2010,California,85+ years,19,600968,unreliable
2010,Colorado,15-24 years,36,688090,""
2010,Colorado,25-34 years,64,726278,""
2010,Colorado,35-44 years,65,699644,""
2010,Colorado,45-54 years,90,742698,""
2010,Colorado,55-64 years,35,597644,""
2010,Connecticut,15-24 years,25,478732,""
2010,Connecticut,25-34 years,38,420377,""
2010,Connecticut,35-44 years,63,484438,""
2010,Connecticut,45-54 years,76,575597,""
2010,Connecticut,55-64 years,18,443452,unreliable
2010,Delaware,15-24 years,12,127450,unreliable
2010,Delaware,25-34 years,23,111417,""
2010,Delaware,35-44 years,31,116087,""
2010,Delaware,45-54 years,30,133554,""
2010,District of Columbia,35-44 years,10,80659,unreliable
2010,District of Columbia,45-54 years,14,75703,unreliable
2010,Florida,15-24 years,166,2457140,""
2010,Florida,25-34 years,409,2289545,""
2010,Florida,35-44 years,369,2431254,""
2010,Florida,45-54 years,452,2741493,""
2010,Florida,55-64 years,230,2337668,""
2010,Florida,65-74 years,30,1727940,""
2010,Georgia,15-24 years,69,1390079,""
2010,Georgia,25-34 years,107,1335560,""
2010,Georgia,35-44 years,126,1397540,""
2010,Georgia,45-54 years,148,1391252,""
2010,Georgia,55-64 years,65,1069557,""
2010,Hawaii,25-34 years,13,185333,unreliable
2010,Hawaii,35-44 years,19,176373,unreliable
2010,Hawaii,45-54 years,19,193765,unreliable
2010,Hawaii,55-64 years,16,175562,unreliable
2010,Idaho,25-34 years,15,208965,unreliable
2010,Idaho,35-44 years,17,191609,unreliable
2010,Idaho,45-54 years,28,208537,""
2010,Idaho,55-64 years,11,180313,unreliable
2010,Illinois,15-24 years,126,1801056,""
2010,Illinois,25-34 years,219,1775957,""
2010,Illinois,35-44 years,214,1725890,""
2010,Illinois,45-54 years,217,1870879,""
2010,Illinois,55-64 years,78,1473207,""
2010,Indiana,15-24 years,40,927541,""
2010,Indiana,25-34 years,88,827345,""
2010,Indiana,35-44 years,54,840830,""
2010,Indiana,45-54 years,77,946768,""
2010,Indiana,55-64 years,27,769143,""
2010,Iowa,15-24 years,15,430187,unreliable
2010,Iowa,25-34 years,28,382583,""
2010,Iowa,35-44 years,39,364548,""
2010,Iowa,45-54 years,51,439726,""
2010,Iowa,55-64 years,11,372750,unreliable
2010,Kansas,15-24 years,14,408275,unreliable
2010,Kansas,25-34 years,18,377720,unreliable
2010,Kansas,35-44 years,24,346673,""
2010,Kansas,45-54 years,36,406264,""
2010,Kentucky,15-24 years,46,586763,""
2010,Kentucky,25-34 years,149,566216,""
2010,Kentucky,35-44 years,179,576662,""
2010,Kentucky,45-54 years,158,643097,""
2010,Kentucky,55-64 years,44,538993,""
2010,Louisiana,15-24 years,15,665088,unreliable
2010,Louisiana,25-34 years,31,628433,""
2010,Louisiana,35-44 years,32,564599,""
2010,Louisiana,45-54 years,31,654375,""
2010,Maine,15-24 years,11,167956,unreliable
2010,Maine,25-34 years,24,144624,""
2010,Maine,35-44 years,20,171376,""
2010,Maine,45-54 years,27,218575,""
2010,Maryland,15-24 years,61,799939,""
2010,Maryland,25-34 years,120,762042,""
2010,Maryland,35-44 years,119,795572,""
2010,Maryland,45-54 years,156,902204,""
2010,Maryland,55-64 years,47,695768,""
2010,Massachusetts,15-24 years,56,938424,""
2010,Massachusetts,25-34 years,143,845141,""
2010,Massachusetts,35-44 years,137,887149,""
2010,Massachusetts,45-54 years,136,1012435,""
2010,Massachusetts,55-64 years,62,803369,""
2010,Michigan,15-24 years,83,1408671,""
2010,Michigan,25-34 years,154,1164149,""
2010,Michigan,35-44 years,139,1277974,""
2010,Michigan,45-54 years,206,1510033,""
2010,Michigan,55-64 years,99,1251997,""
2010,Minnesota,15-24 years,27,723480,""
2010,Minnesota,25-34 years,54,715586,""
2010,Minnesota,35-44 years,50,681094,""
2010,Minnesota,45-54 years,67,807898,""
2010,Minnesota,55-64 years,33,629364,""
2010,Mississippi,25-34 years,24,387253,""
2010,Mississippi,35-44 years,13,374947,unreliable
2010,Mississippi,45-54 years,32,416976,""
2010,Mississippi,55-64 years,22,347325,""
2010,Missouri,15-24 years,81,837075,""
2010,Missouri,25-34 years,168,775467,""
2010,Missouri,35-44 years,137,748616,""
2010,Missouri,45-54 years,145,888572,""
2010,Missouri,55-64 years,57,723278,""
2010,Montana,25-34 years,16,122864,unreliable
2010,Montana,35-44 years,18,112945,unreliable
2010,Montana,45-54 years,10,149832,unreliable
